id,no_of_bed,no_of_bath,neighbourhoodID,room_type_ID,price,number_of_reviews,rating,licenseID,calendar.count_demand
6.4857E+17,1,1,22,1,93,0,0,4,257
6.48572E+17,2,1,4,1,96,72,4.61,2,201
6.48655E+17,1,1,14,2,98,73,4.71,2,17
6.48697E+17,2,1.5,3,1,199,0,0,4,315
6.48757E+17,2,2,2,1,412,57,4.61,2,235
6.48759E+17,4,2,2,1,303,144,4.9,2,90
6.48832E+17,3,1,16,1,150,53,4.98,2,278
6.49088E+17,3,2,11,1,216,1,0,4,30
6.49397E+17,3,1,4,1,86,7,5,4,92
6.49434E+17,2,1,20,2,179,8,4.63,2,4
6.49455E+17,3,2.5,2,1,275,0,0,4,277
6.49554E+17,3,2,2,1,173,65,4.71,2,322
6.49919E+17,1,1,10,1,79,7,5,4,137
6.49921E+17,2,2,11,1,265,1,0,4,213
6.50285E+17,4,2,2,1,237,49,4.78,2,124
6.50312E+17,2,1,13,1,110,57,4.84,2,22
6.50607E+17,4,2,3,1,414,113,4.95,2,344
6.50666E+17,1,2,2,1,249,4,3.75,2,299
6.50874E+17,2,1.5,23,1,236,63,4.86,2,279
6.50887E+17,1,1,2,1,88,6,4.83,4,79
6.52056E+17,1,1,3,2,75,9,4.56,4,112
6.52349E+17,3,2,2,1,187,89,4.91,2,32
6.52529E+17,5,2.5,2,1,386,58,4.88,2,81
6.52592E+17,4,2,2,1,236,48,4.92,2,357
6.53112E+17,1,1,2,1,191,112,4.96,2,56
6.53123E+17,3,2,2,1,210,86,4.92,2,157
6.53211E+17,1,1,2,1,215,5,5,4,31
6.53231E+17,3,1,2,1,271,48,4.96,2,357
6.53494E+17,1,1,2,1,85,3,4.67,4,1
6.53539E+17,1,1,22,1,125,5,4.8,4,119
6.54545E+17,2,2.5,2,1,168,4,4.75,4,66
6.54547E+17,5,3.5,21,1,333,32,4.91,2,286
6.54637E+17,2,1,22,1,86,20,4.9,1,17
6.54668E+17,1,2,2,2,90,0,0,4,235
6.54721E+17,1,1,23,3,490,0,0,2,276
6.55157E+17,1,1,22,1,139,14,4.43,1,214
6.55189E+17,3,1,2,1,142,116,4.65,2,260
6.55221E+17,3,2,2,1,139,68,4.74,2,179
6.55605E+17,2,1,16,1,189,80,4.98,2,334
6.55762E+17,3,1,11,1,264,105,4.76,2,340
6.55798E+17,1,1,3,1,113,28,5,2,321
6.55907E+17,3,2,2,1,286,57,4.96,2,25
6.55909E+17,10,5.5,9,1,643,22,5,2,60
6.56053E+17,1,1,21,2,48,0,0,4,7
6.56092E+17,1,1,12,1,130,0,0,2,97
6.56093E+17,2,1,15,1,150,57,4.98,2,293
6.561E+17,1,1,2,1,121,4,4.5,4,271
6.56454E+17,2,2.5,11,1,256,5,5,4,153
6.56637E+17,4,2,8,1,475,26,4.65,2,195
6.57496E+17,2,1,6,1,130,53,4.81,2,260
6.57546E+17,3,3,18,1,299,0,0,4,114
6.58166E+17,2,1,2,1,159,58,4.95,2,337
6.58192E+17,1,1,13,1,125,33,4.91,2,15
6.58211E+17,1,1,20,1,65,9,4.67,4,334
6.58249E+17,4,2,2,1,505,93,4.85,2,218
6.58644E+17,3,1,15,1,139,24,4.8,2,356
6.58774E+17,1,1,6,1,64,88,4.68,2,195
6.42846E+17,1,1,5,1,2000,0,0,1,0
6.58783E+17,1,1,6,1,110,9,4.56,4,18
6.58785E+17,2,2,3,1,162,0,0,4,34
6.58941E+17,2,1,16,1,365,14,5,1,96
6.5904E+17,2,1,12,1,80,8,5,4,114
6.59318E+17,1,1,2,1,130,44,4.95,2,277
6.59416E+17,1,1,23,1,239,14,5,2,290
6.605E+17,2,1,8,1,231,38,4.92,2,282
6.60745E+17,2,1,2,1,156,83,4.85,2,311
6.60819E+17,2,1,2,1,140,35,4.77,2,160
6.60831E+17,1,1,22,2,256,28,4.82,2,276
6.44842E+17,1,1,13,2,62,0,0,4,0
6.61133E+17,2,1,6,1,65,10,4.8,2,25
6.61568E+17,3,2,11,1,320,46,4.98,2,33
6.61636E+17,1,1,13,1,200,66,4.86,2,351
6.61712E+17,2,1,3,1,88,77,4.79,2,189
6.61774E+17,3,1,12,1,278,10,4.3,2,230
6.61858E+17,1,1,9,1,92,5,5,2,4
6.62986E+17,2,1,2,1,144,48,4.78,2,263
6.63108E+17,1,1,2,1,196,45,4.98,2,315
6.63293E+17,2,1,12,1,169,2,0,4,365
6.63372E+17,1,1,13,2,104,112,4.96,2,345
6.63711E+17,2,1,2,1,88,37,4.92,2,190
6.63745E+17,1,1,13,1,73,4,4.5,4,26
6.63758E+17,2,2.5,7,1,380,4,4.75,2,12
6.6395E+17,2,1,2,1,499,14,5,2,186
6.64028E+17,3,1,11,1,339,40,4.85,2,79
6.64058E+17,1,1,13,1,89,4,4.25,4,31
6.64084E+17,2,2,2,1,180,0,0,4,270
6.64525E+17,1,1,3,1,186,73,5,2,65
6.64886E+17,2,1,22,1,128,2,0,4,9
6.65119E+17,1,1,2,1,199,49,4.92,2,314
6.65368E+17,2,1,2,1,200,63,4.94,2,54
6.65452E+17,5,3.5,21,1,259,58,4.36,2,47
6.65521E+17,2,1,10,1,82,145,4.92,2,260
6.65543E+17,2,2,2,1,165,51,4.88,2,67
6.65845E+17,4,1,16,1,244,19,5,2,365
6.65959E+17,5,2,15,1,263,33,4.97,2,86
6.66034E+17,3,3,1,1,700,5,5,2,360
6.6614E+17,2,1,5,1,121,6,4.5,4,105
6.66296E+17,2,1,2,1,110,21,4.76,2,57
6.66578E+17,3,2,20,1,205,22,4.68,2,365
6.66824E+17,1,1,4,1,290,7,5,2,1
6.66885E+17,1,1,2,2,165,75,4.85,1,309
6.67059E+17,3,2,2,1,141,1,0,4,321
6.67537E+17,2,1,1,2,180,26,4.92,2,276
6.68763E+17,4,1,11,1,445,16,4.94,2,284
6.6884E+17,2,1,3,1,280,28,4.25,2,258
6.68873E+17,1,1.5,4,1,125,6,5,4,196
6.68958E+17,2,2,2,1,313,19,4.63,2,346
6.69059E+17,2,1,21,1,95,46,4.91,2,200
6.53167E+17,1,1,14,2,55,1,0,4,0
6.69148E+17,2,1,6,1,100,8,5,4,267
6.69195E+17,6,5,8,1,950,19,4.32,2,8
6.6946E+17,1,1.5,13,1,329,15,5,2,357
6.69487E+17,1,1,18,2,150,0,0,4,185
6.69664E+17,1,1,22,1,125,8,4.75,4,219
6.70266E+17,2,1,15,1,382,1,0,4,49
6.70266E+17,1,1,15,1,99,0,0,2,53
6.70293E+17,4,2,10,1,329,71,4.92,2,80
6.70418E+17,1,1,12,2,107,8,5,2,89
6.70485E+17,2,1,10,1,180,22,5,2,140
6.70532E+17,2,2,2,1,400,42,4.9,2,68
6.70587E+17,5,2,4,1,287,3,4.33,1,287
6.70587E+17,2,1,22,1,128,37,4.78,2,319
6.70956E+17,2,2.5,11,1,258,77,4.97,2,124
6.71021E+17,1,1,3,1,109,39,4.92,2,217
6.71046E+17,2,2,2,1,390,0,0,2,3
6.71232E+17,1,1,3,1,129,36,4.81,2,340
6.71262E+17,2,1,13,1,121,55,4.82,2,233
6.71735E+17,1,1,2,1,130,26,4.81,2,365
6.71784E+17,4,2,2,1,248,93,4.9,2,32
6.71803E+17,2,1,2,1,155,103,4.85,2,209
6.71823E+17,1,1,22,1,125,2,0,4,98
6.56453E+17,1,1,10,2,151,6,4.33,2,0
6.7194E+17,2,1,3,1,144,100,4.83,2,294
6.71947E+17,2,1,2,1,117,111,4.88,2,55
6.5647E+17,1,1,10,2,151,7,5,2,0
6.72427E+17,2,1,15,1,128,68,4.9,2,253
6.72483E+17,1,1,2,1,220,0,0,4,1
6.7254E+17,2,2,2,1,200,1,0,4,163
6.72628E+17,1,1,23,2,170,1,0,1,287
6.72979E+17,4,1,2,1,319,87,4.91,2,267
6.7313E+17,1,1,22,1,135,2,0,4,269
6.73227E+17,2,2.5,2,1,2029,0,0,2,1
6.73363E+17,1,1,2,1,121,80,4.78,2,192
6.7358E+17,4,1,2,1,155,77,4.94,2,218
6.73715E+17,1,1,12,1,60,16,4.69,2,313
6.7396E+17,1,1,2,1,135,5,5,4,365
6.74049E+17,1,1,12,1,39,45,4.82,2,300
6.74079E+17,4,3.5,8,1,399,2,0,2,304
6.74186E+17,2,1,3,1,99,42,4.74,2,205
6.74187E+17,1,1,22,1,135,6,5,4,211
6.74193E+17,1,1,14,1,109,49,4.96,2,290
6.74223E+17,2,1,2,1,110,1,0,4,50
6.74503E+17,1,1,2,1,135,3,4.67,4,91
6.74568E+17,1,1,13,1,150,4,5,4,44
6.74622E+17,3,2,2,1,129,69,4.81,2,77
6.74766E+17,2,1,8,2,240,11,5,2,9
6.74891E+17,1,1,3,1,275,6,5,4,38
6.74897E+17,3,2,2,1,232,10,4.8,2,24
6.75337E+17,1,1,16,1,100,3,5,4,201
6.75411E+17,2,1,22,1,110,2,0,4,293
6.75436E+17,1,1,16,1,108,5,5,4,9
6.75503E+17,3,1,10,1,179,7,5,4,208
6.75514E+17,4,1.5,6,1,249,37,4.95,2,25
6.75533E+17,1,1,2,1,159,78,4.85,2,17
6.75545E+17,1,1,8,2,75,60,4.9,2,196
6.76138E+17,2,1,8,1,120,59,4.93,2,65
6.77116E+17,3,2.5,4,1,636,3,5,2,205
6.77628E+17,1,1.5,16,1,295,9,4.78,2,229
6.7771E+17,1,1,23,2,65,0,0,2,7
6.78231E+17,1,1,13,1,285,13,4.92,2,361
6.78496E+17,5,3.5,21,1,325,55,4.91,2,295
6.7856E+17,3,1,6,1,229,8,4.88,2,247
6.78652E+17,5,2,2,1,988,37,4.76,2,213
6.78847E+17,1,1,16,1,93,5,5,4,56
6.78875E+17,3,2,2,1,286,3,4.67,2,25
6.78878E+17,4,2,3,1,289,13,4.86,2,28
6.78878E+17,5,2,2,1,256,11,5,2,37
6.78879E+17,4,2,2,1,288,26,4.88,2,66
6.79037E+17,2,1,6,1,136,72,4.93,2,291
6.79042E+17,1,1,7,2,200,15,5,2,40
6.7915E+17,1,1,2,1,300,28,4.64,2,286
6.79236E+17,2,1,2,1,117,4,4.5,4,4
6.79251E+17,1,1,23,3,45,2,0,4,1
6.65953E+17,2,1,17,2,135,12,4.58,2,0
6.79268E+17,1,1.5,2,1,144,73,4.83,2,322
6.79612E+17,1,1,8,1,90,58,4.86,2,289
6.79741E+17,1,1,2,1,199,1,0,2,10
6.79796E+17,2,2,13,1,166,8,4.5,2,18
6.79904E+17,3,1,8,1,150,0,0,4,35
6.79967E+17,1,1,13,1,100,46,4.63,2,353
6.80335E+17,1,1,23,2,75,19,4.8,2,294
6.80466E+17,3,1,11,1,355,11,4.91,2,142
6.80474E+17,2,1,1,1,131,6,4.5,4,77
6.80721E+17,2,2,22,1,330,0,0,4,1
6.81101E+17,1,1,22,1,110,6,4.83,4,247
6.81152E+17,1,1,20,1,150,46,4.7,2,19
6.81208E+17,1,1,12,1,100,6,5,1,241
6.81223E+17,2,1,13,1,115,37,4.84,2,174
6.81249E+17,1,1,7,1,220,7,4.86,2,1
6.8155E+17,1,1,11,2,65,52,4.87,2,107
6.81765E+17,1,1,11,2,87,53,4.89,2,54
6.81792E+17,1,1,11,2,76,33,4.85,2,68
6.69625E+17,1,1,2,1,82,5,5,4,0
6.81978E+17,3,1.5,20,1,199,29,4.62,2,243
6.82957E+17,3,2.5,21,1,310,11,4.45,2,286
6.83422E+17,3,2.5,6,1,925,1,0,2,365
6.83469E+17,1,1,11,1,130,6,5,2,1
6.83903E+17,4,2,2,1,233,45,4.91,2,255
6.83928E+17,7,8,17,1,791,0,0,2,22
6.84352E+17,2,1,2,1,120,22,4.82,4,329
6.84586E+17,3,3.5,2,1,747,0,0,4,185
6.84779E+17,2,1,6,1,74,5,5,4,246
6.85073E+17,2,1,21,1,113,45,4.76,2,286
6.85405E+17,4,3,14,1,230,6,5,4,210
6.85478E+17,4,2,2,1,288,38,4.72,2,326
6.856E+17,1,1,11,1,122,4,4.75,4,108
6.85648E+17,2,1,8,1,115,3,5,4,190
6.85742E+17,1,1,13,1,136,0,0,4,304
6.86093E+17,2,1,2,1,119,44,4.43,2,328
6.86132E+17,3,2,15,1,206,0,0,2,365
6.86257E+17,3,3.5,11,1,581,0,0,4,365
6.863E+17,2,1,21,1,105,74,4.93,2,295
6.86355E+17,2,1,3,1,133,21,4.9,2,148
6.86396E+17,5,3.5,8,1,600,7,5,2,156
6.8641E+17,3,2,17,1,157,9,4.22,2,40
6.8687E+17,1,1,2,1,108,9,4.89,4,123
6.86907E+17,1,1,6,1,270,11,5,2,353
6.87073E+17,3,2,2,1,176,107,4.94,2,40
6.87104E+17,1,1,22,1,159,2,0,2,312
6.87108E+17,2,1,2,1,165,66,4.94,2,210
6.87614E+17,1,1,6,1,95,13,5,2,347
6.87627E+17,1,1,22,1,126,6,4.67,2,365
6.88243E+17,4,2,2,1,303,54,4.96,2,280
6.88345E+17,1,1,13,1,100,11,4.91,2,313
6.88444E+17,1,1,8,2,88,2,0,4,215
6.88544E+17,2,2,2,1,140,3,4.67,4,276
6.8863E+17,1,1,20,1,116,8,5,4,358
6.88688E+17,7,6,1,1,598,0,0,2,1
6.89113E+17,2,1,16,1,99,3,5,4,331
6.89122E+17,1,1,2,2,56,1,0,4,157
6.89212E+17,1,1,8,2,40,6,4.83,4,64
6.89212E+17,1,1,11,2,139,45,4.98,2,126
6.89768E+17,3,2,8,1,250,21,4.71,2,279
6.89789E+17,1,1,22,1,131,75,4.84,1,327
6.89881E+17,2,1,4,2,132,50,4.88,2,17
6.89948E+17,2,1,2,1,111,28,4.79,2,146
6.89989E+17,1,1,8,2,54,7,4.71,4,113
6.90044E+17,1,1,18,2,120,44,5,2,214
6.90152E+17,1,1,15,2,77,39,4.62,2,315
6.90166E+17,2,2,2,1,198,8,4.75,2,183
6.9017E+17,1,2,8,2,40,2,0,4,79
6.9017E+17,2,1,2,1,201,69,4.93,2,71
6.9048E+17,2,2.5,6,1,190,41,4.98,2,275
6.90794E+17,2,1,2,1,450,22,5,2,364
6.77048E+17,1,1,2,1,230,0,0,4,0
6.90857E+17,2,1,2,1,85,0,0,4,212
6.91255E+17,3,1,11,1,216,44,4.66,2,142
6.91304E+17,2,2,2,1,129,3,5,2,182
6.91381E+17,3,2,2,1,431,41,4.85,2,358
6.91516E+17,1,1,8,1,72,6,5,4,123
6.78322E+17,2,2,3,1,500,5,4.8,4,0
6.91525E+17,1,1,13,1,160,8,5,4,18
6.9155E+17,2,1,13,1,167,8,4.5,4,66
6.91612E+17,1,1,8,2,40,4,5,4,44
6.91716E+17,1,1,8,2,40,2,0,4,59
6.91733E+17,1,1,8,2,40,4,5,4,81
6.91764E+17,1,2,8,2,40,5,4.8,4,81
6.9191E+17,1,1,2,1,206,19,4.68,2,204
6.91996E+17,4,1,12,1,155,30,4.93,2,200
6.9262E+17,1,1,2,1,110,2,0,4,98
6.92708E+17,2,2,11,1,158,2,0,4,363
6.92733E+17,5,3,8,1,231,21,4.48,2,81
6.93061E+17,2,2,2,1,400,2,0,2,276
6.93171E+17,3,1,2,1,225,36,4.83,2,43
6.93514E+17,1,1,2,1,108,6,5,2,293
6.93551E+17,2,1,12,1,100,2,0,4,18
6.93552E+17,3,1,11,1,271,0,0,2,1
6.93702E+17,2,1,23,1,119,85,4.87,2,354
6.93744E+17,3,2,2,1,267,19,4.89,1,23
6.93797E+17,1,1,2,1,195,14,4.93,2,358
6.94114E+17,1,1,2,1,185,0,0,4,7
6.94175E+17,1,1,2,1,145,60,4.68,2,227
6.94219E+17,1,1,4,2,91,24,4.71,2,1
6.94391E+17,2,2.5,2,1,311,50,4.84,2,29
6.944E+17,2,1.5,16,1,140,4,5,4,206
6.94857E+17,1,1,22,1,98,4,4.5,4,53
6.94891E+17,1,1,8,1,56,9,4,1,1
6.94918E+17,1,1,15,2,93,0,0,4,275
6.95144E+17,2,1,3,1,131,143,4.69,2,359
6.95241E+17,2,1,4,1,212,52,4.98,2,202
6.95504E+17,1,1,8,1,130,2,0,2,40
6.95572E+17,2,1,12,1,101,94,4.9,2,22
6.95623E+17,2,1,3,1,79,18,4.67,2,4
6.95921E+17,1,1,16,1,80,1,0,4,209
6.95924E+17,3,1,10,1,95,36,4.97,2,270
6.96353E+17,1,1,2,1,95,7,4.86,4,186
6.96702E+17,1,1,8,2,140,7,4.86,2,186
6.97475E+17,1,1,8,2,40,3,5,4,93
6.97926E+17,1,2,9,2,70,58,4.98,2,305
6.97927E+17,1,1,13,1,78,7,4.86,2,365
6.98081E+17,2,1,11,1,225,16,4.38,2,1
6.98124E+17,1,1,22,2,75,1,0,4,1
6.98179E+17,4,1,12,1,110,0,0,4,204
6.98212E+17,1,1,8,2,60,2,0,4,50
6.98531E+17,1,1,16,1,121,15,4.69,2,16
6.98646E+17,2,1,22,1,168,10,5,1,357
6.98751E+17,2,1,2,1,150,100,4.88,2,141
6.98797E+17,2,2,2,1,140,1,0,4,261
6.98851E+17,1,1,12,2,50,1,0,4,258
6.98961E+17,2,1.5,22,1,198,47,4.85,2,338
6.99473E+17,1,1,19,1,120,1,0,2,171
6.99611E+17,2,1,12,1,85,2,0,4,49
6.99615E+17,1,1,12,2,48,2,0,4,203
6.99633E+17,1,1,12,2,45,2,0,4,208
7.00001E+17,1,1,13,1,99,2,5,4,229
7.00003E+17,1,1,13,1,797,6,4.83,4,225
7.00109E+17,4,2,2,1,168,66,4.56,2,57
7.0036E+17,3,1,2,1,159,41,4.78,2,109
7.00742E+17,3,1,23,1,149,24,4.88,2,201
7.00884E+17,2,1,13,1,225,3,5,4,59
7.0151E+17,1,1,20,1,144,31,4.97,2,306
7.0175E+17,1,1,15,1,130,36,4.86,2,303
7.02079E+17,2,1,3,1,132,5,4.6,4,169
7.02164E+17,2,1,9,1,119,35,4.64,2,16
7.02213E+17,3,1,21,1,130,18,4.89,2,31
7.02282E+17,3,1,17,1,240,3,4,2,276
7.02366E+17,8,6,22,1,2500,3,5,2,98
7.02433E+17,2,2,21,1,152,21,5,2,202
7.02876E+17,2,1,8,1,171,61,4.98,2,104
7.03168E+17,1,1,13,1,139,6,5,4,31
7.03174E+17,3,1,12,1,193,17,4.94,2,356
7.03179E+17,4,1.5,15,1,145,54,4.93,2,203
7.03191E+17,2,1,13,1,238,6,4.83,4,57
7.0321E+17,1,1,13,1,180,10,4.9,4,29
7.03538E+17,2,2,2,1,245,4,5,4,153
7.03599E+17,3,1,13,1,160,7,5,4,129
7.03629E+17,1,1,13,1,155,3,5,4,31
7.03863E+17,2,1,22,1,59,62,4.9,2,314
7.04266E+17,2,1,2,1,161,97,4.91,2,290
7.04326E+17,2,3,15,1,300,0,0,2,1
7.04333E+17,2,1,3,1,163,44,4.91,2,263
7.05379E+17,1,1,2,1,149,46,5,2,277
7.05719E+17,3,1,4,1,120,84,4.92,2,58
7.05779E+17,1,1,6,1,157,70,4.96,2,8
7.06064E+17,4,2,7,1,204,32,4.91,2,122
7.06099E+17,4,2,15,1,200,28,5,2,276
6.90596E+17,1,1,18,1,160,0,0,4,0
7.06517E+17,2,1,2,1,250,1,0,2,292
7.06729E+17,1,1,2,1,110,7,5,4,92
7.06786E+17,1,1,3,1,145,12,5,2,365
7.07111E+17,2,2.5,12,1,200,6,3.83,1,365
7.07199E+17,1,1,2,1,256,67,4.91,2,295
7.07477E+17,1,1,22,1,139,3,5,4,231
7.07963E+17,2,2,16,1,132,0,0,2,285
7.08111E+17,2,1,22,1,90,7,5,2,361
7.08649E+17,2,1,6,1,125,2,5,4,178
7.08693E+17,3,1,2,1,206,62,4.97,2,94
7.10287E+17,1,1,18,1,131,4,5,4,228
7.10457E+17,1,1,6,1,100,56,4.93,2,311
7.10624E+17,3,1,2,1,239,39,5,2,247
7.10837E+17,3,1,13,1,300,1,0,4,10
7.10888E+17,1,1,22,1,211,1,0,4,280
7.11027E+17,1,1,8,1,82,86,4.79,2,30
7.11065E+17,2,1,8,1,150,15,4.93,2,25
7.11106E+17,1,1,2,1,199,0,0,4,1
7.11184E+17,2,1,3,1,119,46,4.85,2,24
7.11496E+17,3,2,10,1,101,43,4.98,2,225
7.11696E+17,1,1,16,1,161,6,5,4,307
7.11841E+17,3,2.5,6,1,200,1,0,2,320
7.11909E+17,1,2,2,2,110,2,0,4,1
7.11985E+17,3,2,2,1,386,24,5,2,95
7.1225E+17,1,1,14,2,67,3,5,4,13
7.12676E+17,1,1.5,2,1,110,5,4.8,4,365
7.1305E+17,1,1,11,1,130,5,5,4,143
7.13199E+17,3,2,2,1,201,56,4.88,2,202
6.94214E+17,1,1,16,2,81,13,3.85,1,0
7.13209E+17,1,1,3,1,150,3,4.67,2,365
7.13307E+17,4,1.5,16,1,400,28,5,2,247
7.13352E+17,1,1,17,1,96,108,4.71,2,39
7.13362E+17,3,1,12,1,168,58,4.95,2,296
7.13703E+17,1,1,15,1,150,0,0,1,278
6.94875E+17,2,1,16,2,54,1,0,1,0
7.13757E+17,1,1,5,1,100,2,0,2,181
7.13812E+17,1,1,3,1,183,71,4.76,2,189
7.13926E+17,2,3.5,8,1,499,0,0,2,35
7.14401E+17,1,1,23,2,71,25,4.72,2,23
7.14543E+17,1,1,18,2,105,66,4.85,2,33
7.14694E+17,2,1.5,8,2,135,26,4.89,2,287
7.14895E+17,2,1,22,1,138,35,4.8,2,337
7.15151E+17,2,1,16,1,155,112,4.92,2,213
7.15242E+17,2,2,2,1,220,2,0,4,50
7.15248E+17,2,1,2,1,101,65,4.88,2,301
7.15315E+17,2,1,13,1,150,2,0,4,26
7.15404E+17,3,3.5,2,1,1166,0,0,4,347
7.15462E+17,1,1,4,2,118,18,4.89,2,203
7.15469E+17,2,1,23,1,158,11,4.91,2,275
7.15507E+17,1,1,12,1,102,19,4.79,2,120
7.16089E+17,2,1,22,1,109,0,0,4,325
7.16277E+17,2,1,2,1,138,28,4.86,2,327
7.16589E+17,3,1,3,1,137,77,4.78,2,48
7.1671E+17,3,3,21,1,160,31,4.84,2,202
7.16899E+17,1,2,20,1,150,0,0,4,1
7.16963E+17,1,2,4,2,103,24,4.88,2,193
7.17407E+17,1,1,6,2,96,41,5,2,314
7.17552E+17,2,1,13,1,83,41,4.62,2,202
6.98787E+17,1,1,11,2,169,0,0,1,0
7.17783E+17,3,1,11,1,147,79,4.9,2,358
7.18027E+17,1,1,6,1,120,5,5,4,185
7.1835E+17,1,1,23,2,79,32,4.59,2,23
7.18478E+17,1,1,11,1,298,9,5,2,301
7.18836E+17,1,1,23,2,110,34,4.83,2,98
7.18878E+17,2,1,23,1,246,40,5,2,251
7.18918E+17,1,1,7,2,80,49,4.71,2,25
7.19502E+17,2,2,4,2,145,7,4.86,2,18
7.20164E+17,4,1.5,7,1,200,6,4.83,4,140
7.20212E+17,2,1,2,1,208,71,4.96,2,290
7.2024E+17,1,1,22,1,135,2,0,4,71
7.20331E+17,1,1,10,1,80,139,4.82,2,226
7.20367E+17,2,2,2,1,191,33,4.79,2,364
7.20902E+17,1,1,3,2,125,20,5,2,299
7.20953E+17,2,1,2,1,120,2,0,4,124
7.21123E+17,1,1,16,1,81,147,4.9,2,233
7.21223E+17,2,2,13,1,178,38,4.85,2,352
7.21613E+17,1,1,2,1,157,0,0,2,1
7.21689E+17,2,1,2,1,101,59,4.85,2,297
7.21942E+17,3,3.5,22,1,820,0,0,4,92
7.21997E+17,2,1,23,1,142,60,4.82,2,15
7.2206E+17,2,1,7,1,140,26,4.88,2,280
7.2242E+17,1,1,13,1,175,3,5,2,343
7.22822E+17,2,1,2,1,115,5,4,2,208
7.03481E+17,1,1,14,2,50,3,4.67,4,0
7.22988E+17,1,1,7,2,98,25,4.8,2,276
7.23175E+17,3,1.5,6,1,186,64,4.84,2,286
7.23925E+17,3,1,8,1,90,0,0,4,79
7.24618E+17,2,2.5,2,1,309,1,0,2,79
7.24744E+17,3,2,2,1,180,70,4.73,2,199
7.24786E+17,2,1,6,1,161,100,4.96,2,87
7.25336E+17,2,1,16,1,105,40,4.98,2,200
7.25581E+17,3,1,2,1,101,18,5,2,262
7.26048E+17,3,2.5,7,1,211,86,4.86,2,291
7.26574E+17,1,1,8,2,65,8,5,2,44
7.26911E+17,4,2,20,1,239,38,4.71,2,287
7.26925E+17,3,2,2,1,160,67,4.85,2,328
7.27028E+17,2,1,2,1,131,100,4.87,2,346
7.27179E+17,1,2,4,2,128,3,4.67,2,24
7.28023E+17,1,1,11,1,158,32,4.84,2,364
7.2821E+17,1,1,17,2,148,1,0,4,226
7.28243E+17,6,3,8,1,204,57,4.93,2,150
7.28581E+17,1,1,2,1,280,13,4.85,2,275
7.29003E+17,4,1,10,1,85,38,4.82,2,208
7.29206E+17,4,1,4,1,334,0,0,4,176
7.29228E+17,1,1,2,1,109,1,0,4,276
7.29242E+17,2,2,2,1,299,0,0,4,32
7.29622E+17,2,1,2,1,142,54,4.72,2,67
7.29652E+17,2,2,3,1,190,0,0,2,365
7.29658E+17,1,1,11,1,117,5,4.8,2,103
7.29672E+17,3,1,23,1,192,39,4.95,2,200
7.29679E+17,1,1,5,1,76,7,4.71,4,25
7.2973E+17,2,1,2,1,138,55,4.93,2,14
7.29787E+17,3,1,11,1,189,0,0,2,7
7.30029E+17,1,2,4,2,85,15,4.73,2,301
7.3006E+17,2,1,2,1,160,0,0,4,1
7.30358E+17,2,1,2,1,157,19,4.84,2,9
7.30465E+17,3,2,5,1,200,1,0,4,1
7.12346E+17,1,1,15,2,243,0,0,4,0
7.30503E+17,2,1,2,1,110,19,4.95,2,357
7.30707E+17,2,1,13,1,111,59,4.95,2,242
7.3089E+17,4,1,11,1,371,64,4.98,2,218
7.31298E+17,2,1,2,1,185,69,4.9,2,167
7.31525E+17,2,1,5,1,134,59,4.8,2,364
7.31759E+17,1,1,3,1,99,50,4.8,2,204
7.31784E+17,3,2,22,1,166,26,4.74,2,315
7.31892E+17,1,1,10,1,200,0,0,2,276
7.31947E+17,1,1,2,1,125,4,5,4,100
7.31982E+17,1,1,2,1,122,81,4.85,2,307
7.32042E+17,3,3,14,1,298,49,4.94,2,312
7.32108E+17,3,2.5,6,1,122,2,0,4,228
7.32271E+17,1,1,2,1,121,80,4.6,2,291
7.14427E+17,1,1,13,1,179,0,0,4,0
7.32396E+17,2,1,17,1,190,0,0,2,279
7.32673E+17,2,1,20,1,66,52,4.75,2,295
7.32725E+17,1,1.5,4,2,99,18,4.89,2,3
7.32954E+17,2,1,4,2,99,36,4.92,2,9
7.33875E+17,1,1,8,2,63,8,5,2,26
7.34012E+17,3,2,3,1,180,58,4.88,2,291
7.34175E+17,4,2.5,11,1,707,3,5,2,55
7.35258E+17,3,2.5,20,1,122,66,4.76,2,242
7.35527E+17,1,1,11,2,182,59,4.34,2,24
7.35653E+17,5,4,9,1,379,19,4.42,2,354
7.35771E+17,1,1,2,1,129,1,0,4,77
7.35824E+17,1,1,15,1,114,20,4.6,2,186
7.36117E+17,2,2,2,1,166,48,4.75,2,184
7.36287E+17,2,2,2,1,152,42,4.88,2,295
7.36513E+17,2,2,5,1,210,33,4.52,2,330
7.37195E+17,2,1,2,1,168,86,4.9,2,236
7.37199E+17,2,2.5,8,1,250,0,0,2,357
7.37249E+17,2,1,2,1,225,29,4.93,2,325
7.37592E+17,1,1.5,23,1,168,3,4.67,2,10
7.37615E+17,3,1,4,2,185,2,0,2,1
7.38008E+17,1,1,14,2,200,79,4.85,2,25
7.38635E+17,3,4,1,1,450,0,0,2,365
7.38784E+17,1,1,2,1,122,80,4.88,1,216
7.39272E+17,4,2,18,1,248,61,4.74,2,100
7.39417E+17,1,1,14,2,75,5,5,2,292
7.39432E+17,1,1,22,1,231,54,4.93,2,123
7.39849E+17,1,1,2,1,166,27,4.96,2,301
7.39999E+17,2,2,2,1,176,61,4.6,2,323
7.4002E+17,1,1,7,1,80,2,0,2,212
