id,no_of_bed,no_of_bath,neighbourhoodID,room_type_ID,price,number_of_reviews,rating,licenseID,calendar.count_demand
34315293,3,2,6,1,200,13,4.62,2,333
34339291,2,2,2,1,270,65,4.89,2,358
34343991,1,1,2,1,103,21,4.86,4,117
34400711,1,2,12,2,75,15,4.93,2,365
34422223,3,2,2,1,298,123,4.96,4,206
34429378,2,1,3,1,116,236,4.88,2,215
34478325,1,1,5,1,183,245,4.89,2,363
34502547,2,1,2,1,109,180,4.53,2,316
34511658,2,1,22,1,269,1,0,2,365
34534702,1,1,2,1,105,1,0,4,1
34538696,2,2,23,1,300,43,4.72,2,239
34541710,2,1,1,1,150,6,4.83,4,166
34567366,1,1,7,1,128,9,5,2,290
34570194,1,1,17,1,57,7,4.71,2,243
34574221,2,2,13,1,250,7,4.86,4,1
34576151,1,1,16,2,80,49,4.56,2,101
34578927,1,1,11,1,106,336,4.96,2,314
34579108,2,1,16,1,107,61,4.87,2,210
34629428,3,3.5,10,1,198,110,4.85,2,196
34647721,1,1,3,1,250,7,5,2,273
34648642,3,2.5,17,1,441,41,4.9,2,134
34649996,1,1,12,1,90,265,4.86,2,204
34655839,1,1,16,2,100,47,5,2,256
34720427,1,1,7,1,92,114,4.33,2,295
34752083,1,2,2,1,543,0,0,4,365
34787711,1,1,13,1,210,4,5,2,238
34417665,2,1,4,2,188,25,4.8,2,0
34821889,2,2,2,1,241,5,5,2,264
34847091,1,1,15,1,90,57,4.89,4,235
34874854,2,2,11,1,166,19,5,4,168
34895728,1,1,2,1,120,4,4.75,4,83
34903179,3,2,22,1,500,40,4.95,2,220
34937868,2,1,22,1,116,116,4.85,2,67
34941557,3,1.5,4,1,109,101,4.67,2,285
34516436,2,1,4,2,108,32,4.84,2,0
34987211,1,1,14,2,39,33,4.21,4,327
35011101,2,1,2,1,230,4,5,2,335
35015397,1,1,8,1,96,79,4.7,2,352
35015685,1,2,14,2,25,20,4.25,2,342
35044405,6,1,16,1,125,15,5,4,307
35045926,1,1,22,1,106,73,4.7,1,219
35089036,2,2,2,1,183,15,5,4,22
35090765,3,2,22,1,170,48,4.92,2,361
35091087,2,1,16,1,110,76,4.91,2,99
35164437,1,1,2,1,132,25,4.92,4,1
35164633,1,1,15,1,94,152,4.85,2,286
35189312,3,1.5,11,1,218,71,4.79,2,45
35190461,1,1,3,1,102,278,4.97,2,163
35191313,1,1,8,1,134,16,4.94,2,365
35194772,1,1,22,1,50,15,4.8,2,365
35194928,2,1,22,1,154,92,4.83,2,106
35198788,1,1,7,2,150,50,4.86,2,277
35200581,1,1,11,1,188,12,4.83,2,140
35262401,2,1,2,1,155,298,4.71,2,28
35265562,3,1,16,1,119,176,4.85,2,356
35287417,1,1,16,1,61,106,4.7,2,229
35322644,1,0.5,8,2,1000,22,4.55,2,282
35357365,3,2.5,2,1,250,8,5,4,176
35419651,2,1,11,1,134,103,4.9,2,42
35459624,1,1,2,1,140,13,4.85,4,207
35468724,2,2,2,1,165,13,4.54,4,102
35470002,1,2,8,2,70,63,4.76,2,298
35493651,2,1,6,1,129,98,4.82,2,110
35494223,3,1.5,6,1,423,33,5,2,175
35496439,1,1,11,1,168,166,4.88,2,275
35571642,2,1.5,18,1,129,66,4.8,2,237
35572828,2,1,18,1,111,56,4.77,2,249
35582089,2,1.5,15,1,108,20,4.9,4,310
35585184,1,1,2,1,320,13,4.92,2,197
35611230,1,1,22,1,319,1,0,4,186
35612871,3,2,2,1,235,49,4.84,2,203
35614424,1,1,22,1,125,8,5,4,161
35615014,1,1,12,1,104,178,4.96,2,96
35618930,4,3,16,1,420,1,0,2,354
35619056,3,1,6,1,180,128,4.95,2,192
35649229,3,1,2,1,320,29,4.69,2,362
35711231,3,1,2,1,129,118,4.45,2,278
35715700,1,1,15,2,45,19,4.37,2,334
35721408,2,1,2,1,100,57,4.88,2,353
35722840,1,1,16,1,279,104,4.82,2,14
35740659,1,1,7,1,102,301,4.71,2,298
35772733,1,1,16,2,42,1,0,4,348
35773260,1,1,16,2,42,6,5,4,246
35773343,2,1,2,1,206,201,4.87,2,364
35773483,3,2.5,13,1,589,3,5,2,278
35805334,2,2,13,1,221,30,5,2,49
35806049,1,1,2,1,120,3,5,2,276
35809857,1,1,10,1,73,196,4.55,2,325
35865746,1,1,16,2,75,21,4.9,2,319
35869904,1,1,2,1,300,30,5,2,1
35922487,3,1,20,1,104,152,4.86,2,301
35939545,1,1,22,1,110,16,4.88,4,188
35997562,3,1,14,1,139,62,4.63,2,301
35998238,1,1.5,8,2,55,69,4.62,2,42
36002071,2,1,2,1,130,10,5,4,173
36003498,2,1,8,1,149,61,4.8,2,365
36006232,10,3.5,9,1,521,6,4.67,2,1
36008070,1,1,2,1,140,104,4.73,2,263
36035483,1,2,10,2,40,2,0,2,365
36036194,1,1.5,8,2,74,67,4.37,2,13
36065730,7,2,8,1,380,15,4.73,2,361
36066848,2,2,2,1,217,0,0,4,31
36069114,2,1,19,1,179,163,4.96,2,284
36078854,2,2,11,1,165,0,0,4,212
36104697,1,1,7,1,82,0,0,2,365
36112319,1,2,10,2,40,1,0,2,365
36112328,1,1,10,2,50,0,0,2,365
36117076,2,1,3,1,115,146,4.84,2,196
36119559,1,1,2,1,140,13,5,4,232
36182407,1,1,22,1,125,8,4.63,4,120
36184870,1,1,6,1,80,98,4.78,2,49
36212090,1,1,15,1,89,15,4.8,2,365
36272893,3,2,8,1,200,1,0,2,347
36278151,3,2.5,20,1,250,0,0,4,365
36299582,1,1,11,1,139,52,4.87,2,178
35873478,1,1,5,1,100,2,0,4,0
36306517,2,1,11,1,249,80,4.94,2,358
36313179,3,2,2,1,206,81,4.81,2,161
36322781,1,1,15,1,79,259,4.91,2,350
36324641,2,1,13,1,257,45,4.8,2,362
36360519,2,1,23,1,133,64,4.77,2,189
36478274,1,1,17,2,128,22,4.82,2,222
36479496,1,1,6,1,164,8,4.75,2,365
36557638,4,3,2,1,584,0,0,2,276
36573477,2,1,13,1,233,0,0,4,18
36575124,1,1,2,2,80,2,0,4,16
36605300,1,1,23,1,160,0,0,4,284
36607644,1,1,13,1,177,30,4.87,2,256
36612741,4,2.5,13,1,400,21,4.71,2,307
36615837,1,1,2,1,95,12,4.92,4,298
36619118,2,2,2,1,163,1,0,4,211
36036802,1,1,23,1,198,46,4.87,2,0
36637404,4,2.5,16,1,429,11,4.73,2,363
36670366,1,1,1,2,83,274,4.84,2,282
36672683,2,1,11,1,159,28,4.82,2,263
36712065,2,2,2,1,135,106,4.69,2,327
36715252,1,1,13,1,123,8,4.88,4,277
36771786,2,2,2,1,237,185,4.88,2,273
36839202,1,1,1,2,120,95,4.78,2,235
36841352,0,1.5,2,1,212,8,4.63,2,365
36943276,4,1,6,1,239,10,4.7,2,106
36944162,1,1,7,2,52,76,4.88,2,337
36970625,3,1,7,1,284,25,4.72,2,297
36988462,3,1,15,1,151,133,4.84,2,297
37001997,1,1,10,2,40,7,4.43,2,365
37018018,4,1,12,1,107,197,4.69,2,178
37057203,2,2,3,1,350,8,4.89,2,166
37063338,2,1,2,1,146,74,4.86,2,327
37063539,3,1,11,1,471,68,4.99,2,316
37082282,2,1,2,1,182,8,4.38,2,276
37130562,2,1,11,1,159,243,4.9,2,31
37130916,2,1,15,1,52,55,4.38,2,365
37148795,2,1,6,1,150,3,5,2,350
37150050,1,1,8,1,84,144,4.49,2,275
37163037,1,1,2,1,135,22,4.95,4,232
37168261,2,1,11,1,249,22,4.68,2,365
37174733,1,1,3,1,221,1,0,4,33
37176044,1,1,8,2,35,16,4.94,4,295
37181228,1,1,2,1,3250,0,0,4,365
37209961,2,2,11,1,300,2,0,4,61
37261304,1,1,2,1,115,3,5,4,200
37284911,1,1,2,1,300,81,4.9,2,158
37298201,1,1,23,2,149,4,4.75,2,186
37321660,3,1,16,1,81,393,4.8,2,271
37330480,1,1,4,1,95,141,4.87,2,77
37331659,2,1,2,1,166,94,4.82,2,11
37338063,2,2,13,1,400,0,0,4,140
37370692,1,1,12,2,50,11,5,4,224
37403955,3,1,2,1,131,113,4.74,2,21
37492577,1,1,7,1,85,31,4.58,2,365
37493589,2,1,11,1,275,45,4.98,2,297
37526079,1,1,8,1,119,160,4.98,2,180
37552007,1,1,4,2,152,2,0,2,347
37560448,2,1,2,1,142,2,0,2,276
37568282,3,1,11,1,150,1,0,4,49
36884302,1,1,13,1,373,1,0,2,0
37572516,4,1,13,1,140,54,4.87,2,138
37592253,2,1,3,1,189,108,4.95,2,35
37631161,1,1,15,2,139,2,0,2,365
37657963,1,1,15,2,159,2,0,2,365
37662511,1,1,2,2,75,2,0,4,3
37683730,4,2,13,1,970,14,4.93,2,7
37687267,1,1,12,2,275,0,0,4,365
37715782,2,2,10,2,45,1,0,2,365
37745127,1,1,23,2,129,4,5,2,185
37746138,1,1,13,1,55,0,0,4,193
37758409,2,2,13,1,296,80,4.96,2,262
37770091,2,1,16,1,125,49,4.67,2,232
37802612,1,1,17,1,71,129,4.52,2,32
37803333,2,2,3,1,167,83,4.83,2,200
37811839,1,1,3,1,144,143,4.94,2,356
37832713,2,1,2,1,152,3,5,4,80
37843551,5,3,7,1,549,69,4.81,2,264
37881123,2,1,18,1,129,49,4.69,2,185
37881980,1,1,2,2,104,6,4,4,365
37884820,2,1,16,1,99,45,5,2,270
37890516,2,2,13,1,186,13,5,2,339
37903923,2,1,21,1,117,62,4.58,2,186
37904804,3,1,16,1,294,74,4.93,2,32
38061672,1,1,15,1,64,230,4.64,2,243
38067381,1,1,2,1,170,3,5,4,182
38078881,3,2,2,1,227,244,4.92,2,360
38131507,2,1,8,1,150,63,4.94,2,322
38160401,1,1,22,1,105,266,4.77,2,186
38191572,1,2,7,2,98,3,5,2,365
38194421,1,1,2,1,120,26,5,2,248
38234381,1,1,11,2,75,16,5,4,236
38242671,2,1,15,1,109,109,4.9,2,151
38243178,1,1,14,1,83,303,4.77,2,269
38243837,2,2,3,1,145,2,0,4,96
38300376,2,2,7,1,99,6,4.83,2,365
38324966,3,1.5,5,1,150,1,0,2,365
38330474,1,1,2,1,136,143,4.6,2,323
38376044,3,1,8,1,180,49,4.9,2,307
38488766,3,1,1,1,64,119,4.43,2,180
38517455,3,2,2,1,290,1,0,4,186
38580124,1,1,2,2,85,10,4.5,2,324
38599344,2,2,2,1,182,15,4.67,2,285
38599663,2,1,8,1,95,176,4.81,2,328
38603948,1,1,16,1,128,3,5,2,163
38679230,2,2.5,2,1,498,65,4.91,2,13
38762538,2,1,2,1,159,11,5,4,191
38785483,2,1.5,12,2,105,99,4.84,2,54
38817452,2,2,2,1,300,4,5,4,79
38821207,2,1,3,1,185,280,4.77,2,166
38847417,1,1,2,1,127,15,5,4,64
38871382,1,1,16,2,36,26,5,2,171
38872940,2,1,2,1,170,205,4.58,2,347
38880792,1,1,6,1,150,97,4.99,2,205
38885972,2,1,22,1,140,199,4.8,2,345
38925288,4,2,15,1,309,22,4.5,2,365
38952827,2,1,2,1,175,9,5,4,172
38977330,1,1,15,1,75,235,4.95,2,256
38996375,1,1,20,2,40,5,5,2,365
39058032,2,1,8,1,150,67,4.85,2,27
39060190,1,1,22,1,100,0,0,4,215
39064873,1,1,3,1,161,370,4.95,2,31
39137336,1,1,18,2,42,2,0,4,263
39155745,1,1,20,1,130,51,4.92,4,363
39161774,3,2,2,1,220,119,4.79,2,72
39172904,2,1,3,1,175,32,5,2,365
39179616,1,1,11,1,175,31,4.94,2,243
39228808,2,1,6,1,121,60,4.92,2,302
39250456,1,1,8,1,83,130,4.88,2,335
39258825,1,1,22,2,145,10,5,2,3
39269360,2,2.5,3,1,189,7,5,2,297
39277660,1,1,2,1,215,44,4.73,2,5
39302066,3,2,2,1,359,0,0,4,186
39321923,2,1,2,1,119,30,4.7,2,239
39340389,1,1,3,1,135,49,4.96,4,23
39390429,1,1,2,1,145,15,5,2,75
39421282,1,1,8,1,73,99,4.7,2,239
39424317,4,2,3,1,549,1,0,2,365
39442065,1,1,5,2,110,47,4.7,2,57
39487783,4,1,15,1,48,13,4.62,2,365
39511588,2,1,8,1,96,176,4.78,2,14
39535545,2,1,13,1,113,240,4.87,2,264
39536993,3,2,8,1,188,48,4.92,2,197
39553326,1,1,2,1,95,21,5,2,267
39560367,2,2,2,1,276,4,3.5,4,61
39588544,1,1,16,2,34,20,4.9,2,235
39589085,1,1,16,2,40,12,5,2,263
39604650,2,1,2,1,132,10,4.7,4,268
39613073,2,1,21,2,102,151,4.74,2,214
39703281,4,2,2,1,539,42,4.77,2,140
39846941,1,1,7,2,80,10,5,2,113
39868164,3,2.5,12,1,270,2,0,2,365
39869666,1,1,2,2,157,50,4.54,2,186
39872694,2,2,2,1,369,25,4.88,2,303
39918900,2,2,2,1,240,15,4.87,2,365
39954476,1,1,7,2,54,13,4.77,2,106
39966440,2,2,2,1,204,0,0,4,107
39973193,7,8,14,1,1199,35,4.94,2,111
39991541,1,1,22,1,127,89,4.96,2,357
39995253,2,1,2,1,115,228,4.85,2,277
40008459,1,1,22,2,65,4,5,2,365
40041328,1,1,2,1,129,2,0,4,159
40092564,2,2,2,1,196,18,4.67,2,362
40101042,3,2.5,15,1,279,65,4.92,2,296
40121175,4,2,2,1,178,93,4.85,2,234
40121641,2,1,2,1,125,34,4.82,1,190
40145842,3,2,3,1,225,125,4.88,2,227
40160433,1,1,11,1,213,66,4.97,2,339
40177739,3,1,6,1,225,40,4.93,2,350
40180166,1,1,13,1,135,1,0,4,336
40184621,4,3,21,1,180,90,4.7,2,199
40206658,1,1,22,1,150,4,5,2,169
40208334,1,1,13,1,138,290,4.97,2,336
40211895,2,2,22,1,230,63,4.83,2,365
40213890,2,1,16,2,122,17,4.53,2,29
40222684,2,2,11,1,289,33,4.91,2,131
40232273,2,1,22,1,250,9,4.89,2,2
40240131,1,1,2,1,217,299,4.88,2,159
40242737,1,1,8,2,69,7,5,2,355
40243051,1,1,8,2,75,22,5,2,355
40264643,1,1,6,1,93,2,0,2,365
40350126,1,1.5,2,1,254,0,0,4,171
40399680,2,1.5,11,1,299,32,4.91,2,119
40404758,2,1,2,1,169,67,4.84,2,96
40434743,1,1,8,2,59,217,4.88,2,247
40448057,2,2.5,11,1,400,5,5,2,211
40537372,2,2,2,1,299,13,4.92,2,275
40545826,2,1,2,1,100,21,5,1,86
40557835,1,1,7,2,100,9,5,2,276
40558106,2,1,2,1,950,83,4.86,2,186
40558597,2,1,2,1,185,13,4.85,4,308
40565555,1,3,1,2,58,45,3.87,2,361
40598139,2,1,11,1,82,76,4.8,2,193
40621256,2,1,2,1,239,6,5,2,276
40635367,1,1,6,2,70,74,4.59,2,286
40687542,3,2,10,1,130,21,4.9,2,137
40739652,3,2,2,1,506,92,4.83,2,285
40753633,4,2,2,1,488,105,4.98,2,317
40764823,1,1,2,1,154,185,4.22,2,27
40823628,1,1,10,1,76,96,4.51,2,348
40838933,2,1,2,1,132,16,4.94,2,52
40846181,2,1,2,1,142,195,4.89,1,152
40904332,1,1,11,1,93,13,4.92,4,240
40948951,2,1,2,1,116,194,4.78,2,117
40968048,3,2,6,1,63,0,0,2,199
40975203,2,1,8,1,120,10,5,2,358
40988960,3,2,3,1,277,112,4.65,2,285
41012688,1,1,16,2,94,80,4.79,2,40
41115308,1,1,16,2,55,28,4.79,2,333
41146963,3,1,11,1,167,116,4.97,2,341
41194048,1,1,3,1,168,109,4.98,2,20
41207084,2,1,9,1,88,116,4.96,2,66
41244337,2,1,5,1,125,10,4.6,2,1
41269818,1,1,22,1,135,160,4.86,1,359
41293218,3,2,4,1,150,102,4.83,2,293
41302900,6,4,12,1,241,99,4.86,2,119
41343663,1,1,2,1,117,119,4.75,2,325
41353561,6,3.5,11,1,900,0,0,2,244
41357570,3,1,16,1,180,176,4.49,2,288
41404879,1,1,8,1,62,7,4.86,4,324
40572056,6,3,6,1,193,0,0,4,0
41411519,2,1,8,1,93,91,4.93,2,295
40574243,1,1,2,1,108,27,4.96,2,0
41453394,1,1,19,1,249,1,0,2,360
41510288,1,1,4,2,128,0,0,2,365
41511511,0,0,4,2,138,0,0,2,365
41530441,2,1,19,1,171,131,4.95,2,227
41538497,2,1,8,1,104,47,4.81,2,301
41560049,1,1,22,1,106,196,4.61,2,274
41586791,1,1,16,1,123,46,4.98,2,202
40711183,3,2,6,1,100,0,0,2,0
41616532,6,2,8,1,510,14,4.86,2,91
41641778,1,1,5,1,115,16,5,2,242
41643591,4,2,8,1,199,0,0,2,365
41646355,5,3,15,1,429,28,4.82,2,197
41663354,2,1.5,16,1,140,6,5,4,7
41688366,1,1,18,1,99,1,0,4,80
41696939,3,1,13,1,80,139,4.52,2,329
41723288,2,1,2,1,116,16,4.94,2,202
40869582,1,1,8,1,400,1,0,4,0
41800834,2,2.5,2,1,529,38,4.79,2,116
41852181,1,1,15,2,40,8,5,4,265
41856324,3,1,11,1,146,103,4.95,2,41
41884019,5,1.5,13,1,750,14,4.86,2,16
41884419,4,2,2,1,743,116,4.9,2,64
41934194,2,1,8,1,110,21,4.52,2,341
41939547,1,1,2,1,115,7,4.71,4,112
41958233,2,2,3,1,126,24,4.63,2,203
41959500,2,1,2,1,133,66,4.87,2,329
41980676,2,2,3,1,124,45,4.76,2,233
41985578,5,2,2,1,276,83,4.88,2,29
41998709,2,1,23,1,119,138,4.83,2,214
42002656,2,1,2,1,121,9,4.89,4,94
42004464,3,2,15,1,142,101,4.81,2,131
42019705,2,2,2,1,259,4,5,4,27
42025390,3,2,3,1,267,40,5,2,194
41245168,2,1,5,1,130,5,5,2,0
42044088,3,2,2,1,256,119,4.74,2,353
42052666,4,1,2,1,198,204,4.81,2,166
42069280,2,2,2,1,199,6,5,4,74
42097672,2,2,2,1,263,128,4.88,2,147
42111604,2,2,8,1,151,88,4.95,2,296
42123717,1,1,13,1,175,16,4.88,4,74
42125600,1,1,23,2,200,1,0,1,282
42136507,1,1,2,1,99,25,4.96,2,214
41476204,1,1,2,1,200,0,0,4,0
42137638,1,1,2,1,89,28,4.79,1,303
42161005,2,2,2,1,350,59,4.64,2,196
42161378,4,3.5,16,1,750,7,4.57,2,347
42199261,1,1,2,1,133,81,4.78,2,305
42202219,1,1,20,1,96,32,4.53,2,102
42233503,1,1,2,1,93,22,4.82,2,307
42257702,1,1,23,2,200,0,0,1,282
42271343,1,1,16,1,75,73,4.96,2,280
42296784,3,2,7,1,306,59,4.92,2,146
42300971,4,2,2,1,305,78,4.92,2,193
42301447,1,1,7,2,169,4,3.5,2,365
42301735,1,1,7,2,169,0,0,2,365
42301804,1,1,7,2,169,0,0,2,365
42301937,1,1,7,2,169,1,0,2,365
42318659,1,1,3,1,254,55,4.75,2,90
42338884,1,1,2,2,90,111,4.95,2,330
42360460,2,1,3,1,127,39,4.74,2,224
42393959,1,1,2,1,121,215,4.87,2,306
42406641,1,2.5,7,2,100,4,5,2,315
42449531,2,2,2,1,409,16,4.75,2,276
42456262,1,1,6,1,166,13,4.77,2,287
42457349,3,1.5,13,1,300,41,4.51,2,352
42458406,1,1,8,2,35,10,4.8,4,307
42458461,1,1,8,2,35,7,4.43,4,363
42484736,2,1,2,1,112,84,4.69,2,87
42516612,1,1,2,1,200,0,0,4,7
42531816,1,1,2,1,230,4,5,4,327
42538952,1,1,4,1,55,9,4.44,4,271
42546201,2,1,13,1,239,63,4.86,2,107
42570640,3,1,19,1,199,73,4.99,2,251
42608254,3,3,12,1,257,72,4.76,2,41
42664284,1,1,2,1,98,167,4.87,2,308
42695990,2,1,2,1,151,252,4.81,2,340
42696012,1,1,7,2,79,83,4.61,2,293
42720991,2,1,17,1,169,1,0,4,19
42738536,4,3,15,1,305,55,4.96,2,116
42742038,1,1,5,1,129,3,5,2,357
42743449,5,2,2,1,143,314,4.76,2,313
42745752,4,2.5,16,1,499,10,4.9,2,278
42761406,1,1,4,2,65,84,4.62,2,281
42790908,1,2,13,1,160,88,4.89,2,354
42813067,3,2,2,1,852,5,5,1,83
42842762,3,1,1,1,100,8,4.88,4,51
42843544,5,4,21,1,201,108,4.34,2,296
42843989,2,2,3,1,190,5,5,4,43
42865985,2,1,6,1,155,3,4.67,4,288
42874096,1,1,11,1,150,9,4.78,2,365
42896340,2,1,7,1,112,123,4.94,2,292
42903930,4,1,15,1,70,165,4.88,2,334
42907400,2,1,2,1,176,167,4.9,2,313
42937221,2,1,2,1,240,4,4.75,4,24
42937446,2,1,2,1,250,2,0,4,23
42937545,2,1,2,1,199,24,4.92,2,283
42955887,2,1,22,1,250,8,4.88,2,365
42976467,1,1,23,1,99,2,0,4,122
42988288,2,1,16,1,135,89,4.98,2,141
43038332,2,1,8,1,150,58,4.93,2,203
43068846,2,1,2,1,228,7,5,1,361
43071813,1,1,2,1,194,87,4.9,2,142
43079220,1,1,3,1,199,87,4.75,1,324
43079683,4,2,23,1,900,3,5,2,1
43081491,2,2,3,1,166,189,4.94,2,72
43103070,1,1,12,1,100,9,5,1,288
43140470,1,1,11,2,45,11,4.82,4,168
43148884,2,1,3,1,130,8,4.25,4,1
43150343,2,1,2,1,85,17,4.59,2,280
43188958,1,1,2,1,129,67,4.87,2,333
43214742,2,1,2,1,168,184,4.79,2,358
43215530,1,1,2,1,129,8,4.88,4,152
43231224,1,2,8,2,25,7,4.29,4,232
43278404,2,2,2,1,187,10,4.4,2,1
43303093,1,1,11,1,189,3,5,4,140
43318977,2,2,22,1,158,3,3.67,4,365
43348428,3,1,11,1,180,95,4.81,2,46
43364218,3,1.5,11,1,254,43,4.98,2,200
43390903,1,1,2,1,115,3,5,4,288
42719452,2,1,18,1,169,0,0,4,0
43391066,2,2,2,1,185,1,0,4,276
42720667,2,1,17,1,169,2,0,4,0
43392404,2,1,8,1,105,122,4.56,2,295
43393120,2,1,8,1,86,131,4.58,2,286
43423475,1,1,11,1,165,58,4.97,2,129
43424375,1,1,20,1,102,48,4.92,2,346
43425616,2,2,1,1,334,4,5,4,245
43460589,3,1,4,1,103,236,4.76,2,209
43497728,4,1,22,1,104,3,4,4,291
42812975,3,2,2,1,385,3,5,4,0
43527973,1,1,12,1,100,10,4.9,1,185
43533212,2,2,3,1,133,19,5,2,321
43556385,3,2.5,11,1,395,50,5,2,47
43558701,2,2,5,1,135,13,5,4,316
43583362,3,2,2,1,150,25,4.92,1,246
43606103,1,1,12,1,100,8,4.75,1,217
43639445,1,1,2,1,120,2,0,4,78
43669480,1,1,12,1,85,13,4.85,4,62
43780501,3,1,22,1,103,17,4.88,4,110
43807042,1,1,2,1,115,3,5,4,155
43817461,3,2,11,1,220,8,5,4,141
43821712,2,1.5,13,1,101,29,4.97,2,120
43832302,2,1,6,1,134,1,0,4,79
43869990,2,1,2,1,125,5,4.8,4,58
43880349,1,2,14,2,54,52,4.58,2,281
43937790,4,3.5,11,1,707,4,5,2,352
43946933,1,1,8,1,120,89,4.94,2,340
43997233,1,1,13,1,110,217,4.96,2,233
44003537,2,1,3,1,171,41,4.78,2,295
44014044,1,1,1,1,163,94,4.99,2,298
44015193,1,1,22,1,287,10,4.7,2,240
44016081,3,2.5,2,1,566,1,0,4,138
44020727,5,2,7,1,343,23,4.83,2,349
44021555,4,2,15,1,292,74,4.85,2,205
44031753,2,1,22,1,100,78,4.69,1,186
44034163,1,1,2,1,225,0,0,1,276
44060556,2,2,2,1,552,17,5,1,186
44088975,2,2,3,1,259,110,4.85,2,295
44133079,2,1,12,1,118,109,4.87,2,297
44140484,1,1,13,1,145,13,5,2,225
44179770,1,1,2,1,119,248,4.83,2,3
44210108,2,1,18,1,109,96,4.77,2,137
44252533,2,2,2,1,130,4,5,4,293
44253302,2,1,22,1,300,4,5,1,115
44267577,1,1,2,1,100,20,4.95,4,47
44269319,1,1,7,1,99,1,0,4,365
44306270,1,1,2,1,2200,0,0,4,186
44317516,2,1,3,1,110,46,4.61,2,99
44326587,4,2,22,1,400,85,4.86,2,204
44337002,1,1,2,1,132,6,4.67,2,190
44379773,3,2.5,11,1,875,0,0,4,2
44447709,1,1,8,1,130,43,4.73,2,282
44460079,2,1,6,1,200,20,4.5,2,316
44532472,3,2,2,1,301,19,4.89,2,1
44569378,5,2,16,1,172,58,4.84,2,89
44667811,2,1,2,1,425,120,4.91,2,355
44704769,3,1.5,6,1,50,1,0,4,41
44707856,2,1,3,1,136,137,4.91,2,19
44718107,1,1,3,1,206,93,4.99,2,5
44755862,2,2,2,1,160,0,0,4,3
44792934,1,1,16,1,70,3,5,4,73
44800636,1,1,2,2,205,49,4.92,1,198
44843152,1,1,11,1,89,8,4.63,4,1
44905459,2,1.5,14,2,127,25,4.56,2,190
44911323,1,1,2,1,139,12,5,2,365
44964851,1,1,2,2,193,96,4.84,1,195
45000380,1,1,2,1,240,0,0,4,277
45003088,1,1,13,1,110,9,4.67,4,282
45028703,1,1,22,1,200,11,4.82,1,187
45032739,2,1,3,2,197,31,4.9,1,196
45033132,2,1,2,2,187,16,4.63,1,199
45077156,2,1,16,2,61,2,0,1,185
45078460,1,1,3,1,225,10,4.7,2,357
45105289,3,1,8,1,175,65,4.88,2,204
45115465,2,1,16,1,130,12,4.92,2,89
45140983,1,1,6,1,100,22,5,2,331
45243636,1,1,2,1,125,7,4.86,4,1
45256217,1,1,3,2,158,35,4.86,1,197
45289832,1,1,3,1,125,0,0,4,6
45331841,4,2,11,1,114,14,4.79,4,117
45345238,3,2,2,1,190,149,4.84,2,291
45347643,1,1,6,1,99,40,4.98,2,240
45349112,1,1,2,1,99,2,0,4,223
45402917,1,1,2,1,125,1,0,4,276
45412496,5,2,2,1,236,113,4.68,2,255
45498555,4,2,2,1,289,81,4.84,2,28
45528130,1,1,3,1,121,24,4.75,2,304
45531528,1,1,2,1,147,38,5,2,311
45531730,1,1,2,1,110,15,4.87,4,186
45532538,1,1,20,1,107,113,4.91,2,317
45548173,2,1,11,1,89,12,4.75,2,236
45574244,1,1,22,1,95,4,4.5,4,68
45626100,3,1,2,1,55,233,4.8,2,310
44303204,1,1,22,1,150,1,0,4,0
45643151,3,1,11,1,187,139,4.98,2,297
45672404,1,1,8,1,89,81,4.93,2,154
45675516,3,2,2,1,274,115,4.78,2,359
45691361,1,1,2,1,175,12,5,2,257
45723370,2,1,17,1,98,9,4,4,214
45723411,2,1,8,1,100,64,4.83,2,162
45751830,1,1,13,1,130,13,4.77,4,196
45759831,2,1,22,1,127,0,0,4,114
45844376,1,1,8,2,60,36,4.83,2,231
45845150,1,1,16,1,169,44,4.75,2,8
45846446,1,1,2,1,120,6,5,4,162
45851022,1,1,2,1,162,145,4.81,2,259
45861139,2,2,2,1,140,20,5,2,228
45865255,4,2,2,1,288,26,4.85,2,66
45885335,2,1,13,1,120,54,4.91,2,287
45943333,6,5,9,1,680,44,4.98,2,96
45960750,1,1,3,1,135,1,0,4,206
45975746,1,1,5,1,85,171,4.67,2,357
45998307,3,1.5,4,1,140,229,4.83,2,215
46036570,1,1,11,1,248,3,5,4,365
46040959,1,1,22,1,150,2,0,4,209
46069251,2,1,11,1,112,73,4.93,2,261
46117913,2,1,17,1,103,0,0,4,186
46119334,3,1,3,1,271,55,4.55,2,186
46142496,2,1,2,1,179,195,4.94,2,328
46192337,2,1,2,1,197,181,4.94,2,233
46192601,3,1,22,1,91,4,3.75,4,59
46194131,2,1,22,2,345,26,4.73,1,14
46196207,1,1,22,2,181,91,4.75,1,143
46196403,2,1,22,2,413,29,4.83,1,49
46198984,2,1,22,1,139,182,4.73,2,231
45237387,2,1,2,1,243,16,4.88,4,0
46215685,2,1,22,1,157,153,4.73,2,294
46236607,1,1.5,12,1,90,11,5,2,215
46236688,1,1,22,2,184,28,4.79,1,19
46236841,2,1,8,1,145,75,4.96,2,353
46250902,2,1,21,2,99,42,4.14,2,365
46261278,1,1,22,2,189,13,4.62,1,37
46292342,1,1,3,1,129,1,0,4,233
46295519,1,1.5,3,1,176,76,4.58,1,326
